objectid,arastirmaci,eser_adi,muellif_adi,muellif_meslegi,muellif_olum,muellif_aile,muellif_memleketi,padisah_donemi,telif_tarih,eser_dili,eser_alt_turu,yazin_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_dili,baglantili_eser_tarihi,cilt_sayisi,takdim_hediye,tarihsel_kapsam,tematik_kapsam,kaynak,ilave_notlar,sayfa_no
tabib_0165,,Devâu'l-Emrâz,İsa Efendi «Hekîm»,"Tabib, kadı, âlim, Reîsu'l-etibbâ",,,,,,,,,,,,,,,,,362 bab üzerine müretteb.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Birer nüshası Ayasofya ve Hamidiye Kütübhanesinde vardır.,219
tabib_0166,,Tezkiretü'l-Kühhalîn,Ali Efendi (İsa Efendi'nin babası),Tabib,,,Sakızlı,,,Arapça,,,,,,,,,,,21 bab üzerine müretteb göz hastalıklarından bahseden eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bazı karinelerle İsa Efendi'nin babası olduğu anlaşılmıştır. Bir nüshası Şehîd Ali Paşa Kütüphanesindedir.,219
tabib_0167,,Ceridetü'l - Etıbbâ ve Harîdetü'l-Elibbâ,Kahvecizade Ahmed İbn-i Hacı Hüseyin Efendi,"Tabib, Edirne'de Mâristan-ı Sultan Bayezid baştabibi",,,Edirne'lidir,,,Türkçe,,,,,,,,,,,Tıbbî tecrübelerini beyan eden ve beş fasıl üzerine mürettep eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Bir nüshası Yıldız ve Revan Odası ve Millet Kütübhanelerinde mevcuttur. Arapça, fransızca ve yunancaya vakıf olduğu eserlerinden anlaşılmaktadır.",220
tabib_0168,,"Risale-i İllet-i Sadr, Risale-i Evca'ıl-Mefasıl, Risale-i Bah ü Habl, Risale-i İllet-i Mesane, Risale-i Pâdzehir ve Anber (mecmua)",Kâtibzade Mehmed Refi Efendi,"Tabib, Hassa tabiblerinden, hâzık","1183 (1770), İstanbul'da vefat etmiştir, Koğacı Dede Türbesi arkasında Şeyhülislâm Ankaravî Muhammed Emîn Efendi'nin yanına defn edilmiştir",,İstanbul'lu,,,,,,,,,,,,,,"Beş tıbbî risaleyi ihtiva eden mecmua: İllet-i Sadr, Evca'ıl-Mefasıl, Bah ü Habl, İllet-i Mesane, Pâdzehir ve Anber.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",«Kâtib-i ehsanü'l-hat» terkîbinin ve «Kıla Adn içre mekân rûh-u Reîsü'l-hükemâ» mısra'ının delâleti olan 1183 (1770) senesinde vefat etmiştir. İslâm'ın güzel hatlarının mühim bir şû'besi olan hatta (yazı sanatına) da hakkı ile vakıf idi. Bazı ilâhileri de vardır. Hat san'atındaki icazeti Eğrikapılı Hoca Rasim Efendi'dendir.,220
tabib_0169,,Tühfetü'l-El-Han fî Şerhi-i Nüzhetü'l-Ezhan,Levhizade Mehmet Rıza Efendi,"Tabib, âlim","1178 (1765), Hicaz'da vefat ederek Muallâya defn edilmiştir",,Bursa'lıdır,,,Arapça,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bir nüshası Köprülü Kütübhanesinde mevcuttur. Bir aralık reîsü'l-etıbbâ olmuştur.,220
tabib_0170,,Muhtasarrü't-Tıb,Levhizade Mehmet Rıza Efendi,"Tabib, âlim",,,,,,,,Telhis,Telhis,Enmûzecü't-tıb,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",(Enmûzecü't-tıb)'dan telhis edilmiş bir eseridir.,220
tabib_0171,,Nüzhetü' Fehûm fî Tahlîli'l-Semûm,Mehmed Nûri Bey «Birgivî Kâtibzâde» «Kaymakam Mehmed Nuri Bey»,"Tabib, Tıbbiye Mektebinde muallim, Cemiyet-i Tıbbiye-i Osmaniye'nin kurucularından",,Babaları şuaradan Lâtîf Efendi'dir,Aydın Vilâyetine tâbi Birgi'lidir,,"1273 (1857) senesinde şehadetname almıştır, 1273 (1857)'de doktorluk diploması almıştır",,,,,,,,,,,,İki cild üzerine müretteb tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Tıbbiye Mektebinin medâr-ı iftiharı olan muallimlerin en fazîletlilerinden, tabiblerin en büyüklerindendir. Küçük yaşlarında babasının vefatına mebnî göstermiş olduğu harikulade zekâsı akrabalarının nazar-ı dikkatini celb etmekle tahsil için İstanbul'a götürülmüştür. Tıbbiye Mektebinin açılışından beri fransızca tahsil olunan tıb ilminin bu tarihte ana dil üzerine türkçe tedrisi kararlaştırılmış olduğundan, fransızca ve Osmanlıcadaki kudretine mebni Mekteb-i Tıbbiye-i Şahane'de «ilm-i emraz-ı hariciye» muallim muavinliğine ve yeni te'sis edilmiş olan Mekteb-i Tıbbiye-i Mülkiye'de «Fenn-i menafiu'l-â'za» muallimliğine tayin olunmuştur.",221
tabib_0172,,Fenn-i Menafiul-Â'za,Mehmed Nûri Bey «Birgivî Kâtibzâde» «Kaymakam Mehmed Nuri Bey»,"Tabib, Tıbbiye Mektebinde muallim",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,221
tabib_0173,,İlm-i Emraz-ı Hariciye ve Seririyyat-ı Cerrahiye,Mehmed Nûri Bey «Birgivî Kâtibzâde» «Kaymakam Mehmed Nuri Bey»,"Tabib, Askerî Tıbbiye Mektebinde ilm-i emraz-ı hariciye muallimi, Mülkî Tıbbiye'de emraz-ı hariciye muallimi",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Dâhilî ve hârici hastalıklarda yed-i tûlâ sahibi olduğu gibi bu eseri basılmış muhalled eserlerindendir.,221
tabib_0174,,Hatır-Güzâr-ı Etıbba,Mehmed Nûri Bey «Birgivî Kâtibzâde» «Kaymakam Mehmed Nuri Bey»,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,221
tabib_0175,,Rehnüma-i Kavabil,Mehmed Nûri Bey «Birgivî Kâtibzâde» «Kaymakam Mehmed Nuri Bey»,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu son eser bil'âhare kıymetli hâlen Tıp Fakültesi müderrislerinden ve Osmanlıların meşhur tabiblerinden Ziya Nuri Paşa tarafından lüzumlu ilâveler yapılmak suretiyle ikinci defa basılmıştır. Ceride-i Tıbbiye-i Askeriye ve Vakayi'i Tıbbiye gazetesi ile bir çok faydalı ilmî makaleler neşr etmiş ve (safsafiyet süd)'ün tesirleri hakkında bir risale yazmıştır. Tıb ilminin Osmanlı dili üzerine tedrîsine başlanmasından sonra zaman zaman tıbbın Türkçe olarak tahsîli aleyhdârlarına karşı söz ve yazı ile pek çok müdafaa ve münakaşalarda bulunmuş ve ömrünün sonuna kadar tıbbî eserler te'lîf ve tercemesine çalışmaktan geri kalmamıştır. Başladığı (Nisten) tıb lügatının tercemesi ile (Emraz-ı Zühreviye) zührevî hastalıklar hakkındaki eserlerini tamamlamaya muvaffak olamayarak 1300 (1882) senesi Ramazan'ının üçüncü gecesi 39 yaşında olduğu halde aniden vefat etmiş ve Merkez Efendi civarında toprağa verilmiştir.,221
tabib_0176,,Muhtasar Tıb,Mahmud İbn-i Mehmed Dilşad Şirvanî,Tabib (H. Sekizinci asır),,,Sirvan'lıdır,,,Türkçe,,,,,,,,,,,On dört bab üzerine müretteb eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Manisada Muradiye Kütüphanesinde nüshaları manzurum (müellif Bursalı Mehmed Tâhir tarafından görülmüş) olarak mevcuttur.,222
tabib_0177,,Kemâlnâme,Mahmud İbn-i Mehmed Dilşad Şirvanî,Tabib (H. Sekizinci asır),,,,,841 (1437),Türkçe,,,,,,,,,,,Üç kitab üzerine müretteb tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Müze'i Hümayûn Kütübhanesinde de eski Sadrıâzam Cevad Paşa merhûm tarafından hediye edilen kitablar arasında mevcuttur.,222
tabib_0178,,Tuhfe-i Muradî fî Esnafi'l-Cevahir,Mahmud İbn-i Mehmed Dilşad Şirvanî,Tabib (H. Sekizinci asır),,,,,,,,,,,,,,,,,İkinci Murad adına te'lîf edilmiş eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu bilgili zat meşhûr (Tarih-i İbn-i Kesîr)'i de terceme eylemiştir ki bir takımı Şehzadebaşı'nda İbrahim Paşa Kütübhanesinde mevcuttur.,222
tabib_0179,,Cevahirnâme,Mustafa ibn-i Seyyidî,Mütercim,,,,İkinci Murad adına,,,,Tercüme (genişletilmiş),Tercüme ve genişletme,,Nasîr-i Tûsî'nin farsça risalesi,,,,,,Mücevheratın çeşitlerinden ve özelliklerinden bahseden yedi makale üzerine müretteb eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Nasîr-i Tûsî'nin bu sahadaki farsça risalesinin genişletilmiş tercemesidir.,222
tabib_0180,,Zehîre-i Muradiye,Mü'min İbn-i Mukbil Sinobî,"Tabib, hazik",,,Sinob'ludur,Sultan İkinci Murad,841 (1437),Türkçe,,,,,,,,,,,Beş makale üzerine tertib edilmiş mufassal eser. Fen-i Kehhal (Göz ilmi)'e dair de (Miftahü'n-Nur ve Hezaînu's-Sürûr) adında sekiz makale ve 110 bab üzerine tertîb edilmiş türkçe bir eseri daha vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bir nüshası Beşiktaş'da Yahya Efendi Kütübhanesinde mevcuttur. Bunun da birer nüshası Ayasofya ve Manisa'da Muradiye Kütübhanelerinde vardır.,222
tabib_0181,,Tıb müfredatı vadisinde eşyanın hassalarını beyan edici eser,Mehmed İbn-i Lütfullah,"Tabib, Dârüş-Şifâ tabibi",,,Amasya'lıdır,Sultan İkinci Bayezid,,Arapça,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Amasya valisi Şehzâde Sultan Ahmed adına yazmıştır. Bir nüshası Ayasofya kütübhanesinde mevcuttur. Amasya'da Dârüş-Şifâ tabibiydi.,223
tabib_0182,,Mafsalların ağrılarına dair eser,Mehmed İbn-i Lütfullah,"Tabib, Dârüş-Şifâ tabibi",,,,,,Arapça,,,,,,,,,,,17 fasıl üzerine müretteb.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Hemşehrisi Müeyyedzâde Abdurrahman Efendi adına yazmıştır. Bir nüshası Gebze'de Çoban Mustafa Paşa Kütüphanesinde mevcuttur.,223
tabib_0183,,Kamusu'l - Etibbâ ve Namusu'l-Elibbâ,Mehmed İbn-i Ahmed İbn-i İbrahim Edirnevî,Tabib,,,"Edirne'lidir, Edirne ve İstanbul'da tahsilini ikmal etmiştir",,1088 (1677)'de başlamıştır,Arapça,,,,,,,,,,,Büyük tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Edirne ve İstanbul'da tahsilini ikmalden sonra seyahatle Hindistana kadar giderek on sene tababetle Hind Padişahı nezdinde kaldığı ve sonra vatanına dönerek tedrîs ve te'lîfle hayatını geçirdiğini bir nüshası Şehîd Ali Paşa Kütüphanesinde mevcut bu eserinin mukaddimesinde zikrediyor.,223
tabib_0184,,Terceme-i Münyetü'l-Musallî,Mehmed İbn-i Ahmed İbn-i İbrahim Edirnevî,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,223
tabib_0185,,Terceme-i Tarîkat-ı Muhammediye,Mehmed İbn-i Ahmed İbn-i İbrahim Edirnevî,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,223
tabib_0186,,Terceme-i Bostanü'l-Maârifîn,Mehmed İbn-i Ahmed İbn-i İbrahim Edirnevî,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,223
tabib_0187,,Terceme-i Dürretü'l-Burhan fî İlmi'l-Kelâm,Mehmed İbn-i Ahmed İbn-i İbrahim Edirnevî,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,223
tabib_0188,,Terceme-i Ber'ürs-Saeti mine'l-Tıbbi Li-Ebî Bekri'r-Razi,Mehmed İbn-i Ahmed İbn-i İbrahim Edirnevî,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,223
tabib_0189,,Terceme-i Mualecat Li-İbni Baytur,Mehmed İbn-i Ahmed İbn-i İbrahim Edirnevî,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Hamidiye Kütüphanesinde vardır. İlim mücahidi, şahsî teşebbüsler nümûnesi olduğuna hal tercemesi şahiddir.",223
tabib_0190,,Tencîzu'l-Mathûm (terceme),Mustafa İbn-i Ahmed İbn-i Hüseyin «Mütercim-i Kânun»,"Tabib, fazîlet sahibi",,,"Tokat'lıdır, tahsîlini İstanbul'da bitirmiş ve feyz almıştır",Sultan Üçüncü Mustafa,,,,Tercüme,Tercüme,İbni Sina'nın meşhur «Kanun»u,,,,,,,İbni Sina'nın meşhur «Kanun»unun tercemesidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Sultan Üçüncü Mustafa'nın emri ve hal tercemesi yukarıda yazılı Kâtib-Zâde Refi Efendi'nin nezaret ve delâletiyle terceme etmiştir. Kendi el yazısı ile muharrer nüshası Ragıp Paşa Kütüphanesindedir. Üç cildden ibaret olan bu cesîm (kalın) eserin terceme tarihi mütercimin zâde-i tab'ı olup «Bak elvaha deva-i müfredi al, derde kıl derman» mısra'nın delâleti olan 1179 (1766) tarihindedir. Bir nüshası da Hamidiye Kütübhanesinde vardır.",223
tabib_0191,,İbtihac fî Şerhi's-Sirac (terceme),Mustafa İbn-i Ahmed İbn-i Hüseyin «Mütercim-i Kânun»,"Tabib, fazîlet sahibi",Ayvansarayı kapısında Toklu Dede yakınında medfundur,,,,,,,Tercüme,Tercüme,Siraciye Şerhi,Seyid Şerîf,,,,,,Seyid Şerîf'in feraizden (Siraciye Şerhi)'ni de terceme etmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bunun da el yazısı ile yazılı takımı Ragıp Paşa kütüphanesindedir.,224
tabib_0192,,Nüzhetü'l-Ebdân fî Tercemeti Gayeti'l-İtkân,Mustafa Efendi «Mustafa ibn-i Mehmed ibn-i Ahmed et-Tabib»,"Tabib, (Hayatî-Zâde)nin talebesi, Sultan Ahmed'in Dârü'ş-Şifâsına birinci tabib",1157'de İstanbul'da vefat etmiştir,,,,1141 (1728),,,Tercüme (ilâvelerle),,,,,,,,,Zamanına göre tıb ilmindeki iktidarını ispat eden eseri.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Hal tercemesi yukarıda geçen (Hayatî-Zâde)nin talebesi olup bazı ilâvelerle terceme etmiştir.,224
tabib_0193,,Düstûru't-Tabib fî Amel-i Mizani't-terkîb,Mustafa Efendi «Mustafa ibn-i Mehmed ibn-i Ahmed et-Tabib»,Tabib,,,,,,,,,,,,,,,,,Üç makale üzerine müretteb eser; Reîsü'l-Etibba Ömer Efendi adına müelleftir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Kendi el yazısı ile yazılı nüshası kendi kütübhanesinde mahfûz olup bir mukaddime ile üç makale üzerine mürettebdir. Mukaddimesinde Sultan Ahmed'in Dârü'ş-Şifâsına birinci tabib olduğunu zikr ediyor. Bir nüshası da Nuruosmaniye'de vardır.,224
tabib_0194,,Risale-i Feyziye fî Lügati'l-Müfredâtı't-tıbbiye,Mustafa Efendi «Mustafa ibn-i Mehmed ibn-i Ahmed et-Tabib»,Tabib,,,,,,Türkçeden Arapçaya ve Arapçadan Türkçeye,,,,,,,,,,,Bir tıb lügatı.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Üstadı Mustafa Feyzî Efendi adına yazmıştır.,224
tabib_0195,,Hülâsetü't-Tıb,Mustafa Efendi «Mustafa ibn-i Mehmed ibn-i Ahmed et-Tabib»,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Yenişehir, Bursa ve Mekke Mollalıklarında bulunduktan sonra 1157'de İstanbul'da vefat etmiştir.",224
tabib_0196,,Menbau'l-Hayat,Mehmed Efendi,"Tabib, âlim",,,İzmir civarındaki Urla'dandır,,,Arapça,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Osmanlı âlim ve tabîblerinden bir zat olup Arabî ilimleri Birgi'li Mehmed Efendi'den ta'lim etmiştir.,224
tabib_0197,,Nefaisü'l-Edviye,Mîr Mustafa İbn-i Besim İbn-i Eyyüb,"Tabib, Saray tabiblerinden",,,,Sultan Birinci Mahmud,,Türkçe,,,,,,,,,,,On makale üzerine müretteb tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,224
tabib_0198,,Müfredât-ı Tıb,Münir Bey (Doktor),"Tabib, Mekteb-i tıbbiye-i Şâhâne Müfredat-ı Tıb muallimi","1313 (1897), Üsküdar'da Karacaahmed Kabristanına defn edildi",,Aslen İstanbul'ludur,,,,,,,,,,,,,,"Müteaddit eserlerden toplayıp tertib ettiği, medhali ile iki cild olan eseri.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Tıbbiye Mektebinin yetiştirdiği en muktedir, en faal Osmanlı tabîblerinden olup tahsilini ikmalden sonra bir müddet muavinlikte kalarak sonradan Kosova Askerî Fırkası baş-tabibliğine tayîn olunmuştur. Daha sonra imtihanla Mekteb-i tıbbiye-i Şâhâne «Müfredat-ı Tıb» ve Mekteb-i Mülkiye-i Tıb «Fenn-i İspençiyari» muallimliğine tâyîn olunmuştur.",225
tabib_0199,,Fenn-i Tedâvi,Münir Bey (Doktor),"Tabib, Mekteb-i tıbbiye-i Şâhâne Müfredat-ı Tıb muallimi",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,225
tabib_0200,,Emraz-ı Cildiye (terceme),Münir Bey (Doktor),"Tabib, Mekteb-i tıbbiye-i Şâhâne Müfredat-ı Tıb muallimi",,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,225
tabib_0201,,Fenn-i İspençiyari (tıbbî eser),Münir Bey (Doktor),"Tabib, Mekteb-i Mülkiye-i Tıb Fenn-i İspençiyari muallimi",,,,,,,,,,,,,,,,,Tedrîs esnasında meydana getirdiği tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Ömrü vefâ etseydi Osmanlı tababeti namına kendisinden daha pek çok istifadeler edilecekti.,225
tabib_0202,,Teşrîh,Mazhar Paşa,"Tabib, teşrîh kısmında büyük tam ihtisas sahibi","1339 (1923), vefat ederek Karacaahmed Mezarlığına defn edilmiştir",Afyonkarahisar redif binbaşılığından mütekaid Süleyman Efendi'nin oğlu,Afyon'da doğmuştur,,,,,Tercüme,Tercüme,,Doktor Jamen,,,,,,İki cilddir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","İlk tahsilini memleketinde, orta ve yüksek tahsilini de İstanbul'da Tıbbiye Mektebinde ikmal etmiştir. Mezun olduktan sonra hükûmet tarafından tahsilini genişletmek için Fransa'ya gönderilip, tahsilini hakkı ile ikmal edip memleketine avdetle hemen ömrünün sonuna kadar tedris ve te'lîfle meşgul olmuştur.",225
tabib_0203,,İlm-i Teşrîh-i Tavsîfî,Mazhar Paşa,"Tabib, teşrîh kısmında büyük tam ihtisas sahibi",,,,,,,,,,,,,,,,,Yedi cilddir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,225
tabib_0204,,İlm-i Teşrîh-i Topoğrafî,Mazhar Paşa,"Tabib, teşrîh kısmında büyük tam ihtisas sahibi",,,,,,,,,,,,,,,,,İki cilddir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,225
tabib_0205,,Mebhasü'l-Â'sâb,Mazhar Paşa,"Tabib, teşrîh kısmında büyük tam ihtisas sahibi",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu şubede pek kıymetli ilmî hizmetleri vardır.,225
tabib_0206,,Menâfiu'n-Nâs,Nidâî,"Tabib, Hekimbaşı, Mevlevî tarikatine sülûk etmiş",,,Ankara'lıdır,Sultan İkinci Selîm,974 (1566),Türkçe,,,,,,,,,,,60 bab üzerine müretteb eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Seyahatinde Kırım'a giderek Sahib Giray'ın kadir-şinaslığı semeresi ile Han Hocası olmuştur. Bir kaç sene bu hizmette kaldıktan sonra Konya'ya gelerek vâli bulunan Şehzade İkinci Selîm'e intisab etmiştir. Şehzâde'nin tahta çıkışında beraberce İstanbul'a gelerek Hekimbaşı'lığa Tâyîn olundu. İrtihali İstanbul'dadır.,226
tabib_0207,,Tabâbet-i Beşeriye ve Baytariyye,Nidâî,"Tabib, Hekimbaşı",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,226
tabib_0208,,Manzûm Baytarnâme,Nidâî,"Tabib, Hekimbaşı",,,,,,,,Manzum,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Nidâî Efendi'nin Üsküdar'da Atlamataşı Kütübhanesinde taun ve veba ilâclarına dair şer'î, hikemî ve tıbbî kitablardan toplayıp, tecrübelerini de ilâve ederek (Rebî'u-s-Selâme) isminde bir mukaddime, yedi bab ve bir hâtime üzerine müretteb Türkçe bir eseri vardır.",226
tabib_0209,,Rebî'u-s-Selâme,Nidâî,"Tabib, Hekimbaşı",,,,,,Türkçe,,,,,,,,,,,"Taun ve veba ilâclarına dair şer'î, hikemî ve tıbbî kitablardan toplayıp tecrübelerini de ilâve ederek bir mukaddime, yedi bab ve bir hâtime üzerine müretteb eser.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,226
tabib_0210,,Esrar-ı Genc-i Mâ'nâ,Nidâî,"Tabib, Hekimbaşı",,,,,,,,Manzum,,,,,,,,,Büyük bir manzûmesidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Nûruosmaniye Kütübhanesindedir.,226
tabib_0211,,Tenbîhnâme,Nidâî,"Tabib, Hekimbaşı",,,,,,,,,,,,,,,,,Ahlâk ve mevizelerden te'lif eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Dipnot: 1020 (1611)'de İstanbul'da vefat ederek Sütlüce'de binâ ettiği mescidin avlusunda defn olunan Kaysunîzâde Mehmed Bedreddin Efendi'nin de (Ed-Dürrü'l-Manzûm) isminde Türkçe tıbbî bir eseri vardır ki bir nüshası Es'ad Efendi Kütübhanesindedir.,226
tabib_0212,,Akarbâdin - Mürekkebat-ı Edviye,Nûh Efendi «Nûh ibn-i Abdü'l-mennan»,"Tabib, Reisü'l-ettibba","1119 (1707), İstanbul'da vefat ederek Kocamustafapaşa yakınında binâ ettiği medreseye defn edildi",İstanbul'da Meşhûr câmi' sâhibi sadr-ı esbak Hekîmoğlu Ali Paşa'nın küçük oğludur,,,,,,,,,,,,,,,18 fasıl üzerine müretteb muhtelif ilimlerden bahseden bir de zeyli vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Zamanında reîsu'l-ettibba olan bu zâtın eseri. Tıbbî tecrübeleri kendisi Osmanlıca'da o kadar kitabete muktedir olamadığından terceme sahibinin talebesi tarafından ayrıca zabt ve nazm edilmiştir. Mısır Mollası Ma'lûlzâde Mehmed Efendi'nin delâleti ile İstanbul'a gelerek «Reisü'l-Etıbbâ» makamına yükselmiştir. (Akerbadin)'in nüshası Ayasofya Kütübhanesinde vardır.,226
tabib_0213,,Hetk-i Esrar (şerh/tefsîr),Nusret Ebûbekir Efendi «Hoca»,"Maarifçi, hafız-ı kütüblük (Kütübhane memurluğu)","1210 (1796), İstanbul'da irtihal etti, Eyyüb' civarında Kâşgarî Dergâhında medfundur",,Harput'ludur,,,,,,Tefsîr,,Safevî,,,,,,Safevî'nin (Hetk-i Esrar) isimindeki tefsîrini ihtisar etmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",İstanbul Nûruosmaniye Kütübhanesinde hafız'ı kütüblük hizmetinde bulundu. Fars edebiyatına tam vukufu vardı. Saib'in divanının «elif» kâfiyesine şerhî vardır. Bir nüshası Es'ad Efendi kütübhanesinde vardır. Şiirlerinden: «Teshîr eder meramını vaktinde âh eden» mısra'ı meşhûrdur.,227
tabib_0214,,Mâ-Hazar (Nusret Efendi Mecmûası),Nusret Ebûbekir Efendi «Hoca»,"Maarifçi, hafız-ı kütüblük",,,,,,,,,,,,,,,,,Mücerred «Hayrü'n-nas men yenfeu'n-nas» sırrına mazhar olmak için rûhânî ve cismânî kendince tecrübe edilmiş olan ilâçları bir mecmuada toplamıştır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Mecmûanın bazı maddelerinden müstefid olanlar duyulmuş ve müşâhede edilmiştir. 30 küsür sene İstanbul'da ikamet ettiği bu eserin mukaddimesinden anlaşılmaktadır. Resmî ilimleri Dâğıstanlı Ali Efendi'den, tasavvuf ilimlerini de Mustafa el-Bekri'l-Kudsî'den tahsil etmiştir.",227
