objectid,arastirmaci,eser_adi,muellif_adi,muellif_meslegi,muellif_olum,muellif_aile,muellif_memleketi,padisah_donemi,telif_tarih,eser_dili,eser_alt_turu,yazin_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_dili,baglantili_eser_tarihi,cilt_sayisi,takdim_hediye,tarihsel_kapsam,tematik_kapsam,kaynak,ilave_notlar,sayfa_no
riyaziye_0327,,Mecmuatü'l-Ferâid ve Lübbü's-Sevaid,Tevhid Efendi «Seyyid Ahmed Tevhid Efendi»,Evkaf Nâzırlığı,1286 (1870) tarihinde irtihal etmiştir,,İstanbul'da doğmuştur,,,,"amelî hendese, mesaha (yüzölçümü)",telif,,,,,,,,,Amelî hendese ve fenn-i mesaha (yüzölçümü)nden bahsetmektedir. Bu eserin özeti olmak üzere bir risalesi daha vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,298
riyaziye_0328,,Mir'âtü's-Semâ,Tevhid Efendi «Seyyid Ahmed Tevhid Efendi»,Evkaf Nâzırlığı,1286 (1870) tarihinde irtihal etmiştir,,İstanbul'da doğmuştur,,,,astronomi,telif,,,,,,,,,Astronomiye aittir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,298
riyaziye_0329,,Hıllu'l-As'ab fî Ted'ifi'l-Mik'ab,Tevhid Efendi «Seyyid Ahmed Tevhid Efendi»,Evkaf Nâzırlığı,1286 (1870) tarihinde irtihal etmiştir,,İstanbul'da doğmuştur,,,,küp problemi,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,298
riyaziye_0330,,Nuhbetü'l-Hisab (Molla Cemşîd'in eserinden tercüme),Tevhid Efendi «Seyyid Ahmed Tevhid Efendi»,Evkaf Nâzırlığı,1286 (1870) tarihinde irtihal etmiştir,,İstanbul'da doğmuştur,,1270 (1854),,hesab,tercüme,tercüme,,Molla Cemşîd,,,,,,Molla Cemşîd'in eserinden terceme edilmiş olup 1270 (1854)'de basılmıştır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Kendi el yazısı ile yazılı (Hesabî) ile (Hendese)si Ragıp Paşa Kütübhanesindedir.,298
riyaziye_0331,,"Zeyl-i Usûl-i Cebir, Cebr-i A'lâ, Makine, Cebr-i Hattî, Memalik-i Osmaniye ve İslâmiyet (nutuklar), Hesab-ı Mesnâ (eserler grubu)",Tevfik Paşa «Vidinli Hüseyin Tevfik Paşa»,"Zamanımızdaki Osmanlı riyaziyecilerinin hakkı ile reîsi sayılabilecek bir müşîr-i maârif-semîr; 1276 (1860)'da erkân-ı harb yüzbaşılığı ile Harbiye Mektebinden neş'etle evvelâ ataşemiliterlikle Paris'e gönderilmiş, iki sene sonra İstanbul'a gelmekle Harbiye Mektebine riyaziye hocalığı ederek usûlü dairesinde rütbesi terfi' ederek yükselmişler ve Maliye Nezareti, Amerika Sefareti, Nâfia Nezareti gibi mühim me'muriyetlerde hizmet ifa etmişlerdi; «Yâver-i Ekrem» ünvanına nail olmuşlardı",1309 (1893)'de irtihal ederek Hazret-i Halid civarında İskele Caddesinden Feridun Bey türbesine giden sokağın sağ tarafına defnedilmiştir,,,,,,"cebir, makine, nutuk, hesab",telif,,,,,,,,,Fransızca «İsland» adlı tarih cemiyeti âzalığına tayin oldukları zaman Fransızca irad ettikleri (Memalik-i Osmaniye ve İslâmiyet) isimindeki nutuklarını ihtiva eden risaleden ibarettir. (Hesab-ı Mesnâ) isminde İngilizce makbul bir eseri de olduğu (Mir'ât-ı Mekteb-i Harbiye)de mezkûrdur.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Başlıca eserleri: (Zeyl-i Usûl-i Cebir), (Cebr-i A'lâ), (Makine), (Cebr-i Hattî) ile (Rew-İsland) adlı tarih cemiyeti için Fransızca irad ettiği nutuklar. Sonradan (Muallimler Mecmuası)'nın ikinci senesinin 22. sayısına mufassal hal tercemesi konulmuştur.",298
riyaziye_0332,,"Hikmet-i Tabiiyye, Usûl-i Cebir, Cerr-i Eskal, Müsellesat-ı Müsteviye ve Küreviye, Mecmua-i Kozmoğrafya (eserler grubu)",Tahir Paşa «Bostani-Zâde»,Riyaziye ilimlerinin inceliklerine vukufu müsellem; «Küçük Tahir Paşa» lâkabı ile meşhurdur; 1251 (1835) tarihinde tahsil için İngiltere'ye gönderilen talebeler arasında idi; avdetlerinden sonra Harbiye Mektebinde muallimlik ve ders nazırlığı hizmetinde bulunmuştur,1284 (1867) tarihinde vefat etti; kabri Hazret-i Halid civarında Kâzgirî Tekkesi yakınındadır,,,,,,"hikmet, cebir, mihanik, müsellesat, kozmoğrafya",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Hal tercemesi (Mir'at-ı Mühendishane-i Berrî-i Hümâyûn)'da muharrerdir. 1271 (1855)'de Medine'de vefat eden Bekir Paşa'nın (Süllem-i Sema) isminde bir (Müsellesat-ı Küreviye)si vardır ki bir nüshası Yıldız Kütübhanesinde mevcuttur.,299
riyaziye_0333,,Şevariku'l-A'lâm fî Evkati's-Salâvâti ve's-Sıyâm,Tahir Efendi «Müneccimbaşı Hacı Ahmed Tahir Efendi»,Fazilet ashabından ve ilm-i hey'et-nücum mütehassıslarından; Meclis-i Maârif Reisliği ve saire gibi me'muriyetlerde bulunarak güzel hizmetler ifa etmiştir,1297 (1879) tarihinde irtihal ederek Üsküdar'da Ayrılık Çeşmesi'nde defnedilmiştir,,İstanbul'ludur,,,,"mikat, namaz ve oruç vakitleri",telif,,,,,,,,,Astronominin «Mîkat» şubesinden basılmış bir risalesidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Merhum Cevdet Paşa'nın (Takvîmü'l-Edvâr) adlı eseri de Tahir Efendi'nin yardımı ile meydana gelmiştir.,299
riyaziye_0334,,Rub'-i Daire,Tahir Efendi «Müneccimbaşı Hacı Ahmed Tahir Efendi»,Müneccimbaşı,1297 (1879) tarihinde irtihal etmiştir,,İstanbul'ludur,,,,rub'u daire,telif,,,,,,,,,Tipoğrafî ile basılmış bir risale olup (Rub'u'l-Mukantara)'nın hangi bir arza göre sûret-i tersîm ve kullanma usulünden bahseden ve tersîm için lâzım gelen hesabların esas cedvellerini ihtiva etmektedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Bugün Osmanlı Müzesi Müdürü Halil Beyefendi'de mahfuz olan «zevâli-i ufkî» bir basîte (güneş saati), garp saatlarını tayine elverişli, beş dakikadan beş dakikaya hesab ile resimlendirilmiş ve sonra kazınmış olup terceme sahibinin imzasını ihtiva etmektedir. Bu güneş saati (basîte)'nin zamanın geçmesi ile amûdu (direği) kaybolmuşsa da Osmanlı riyaziyecilerinden Binbaşı Ahmed Ziya Bey tarafından yeniden imâl edilerek takılmıştır. (Riyazü'l-Muhtar)'da derç edilmiş takvîm hakkında teşkîl edilen komisyonda âza tarafından müştereken tahrîr ve imzâ ettikleri rapor bu hususdaki iktidarlarına delildir. Riyazî hesablara ve nücûm ilmine vâkıf olduğu gibi «ilm-i ahkâm-ı nücûm»a da vâkıf idi.",299
riyaziye_0335,,İstanîk Grafik,Tayyar Efendi,"Mühendishane-i Mülkiye'den me'zun olmakla mezkûr mektebde «Makine-i riyaziye», «Muvazenet-i tersîmiye» ve «idrolik» derslerinin tedrisine me'mur edilmiş ve bu şekilde senelerce muallimlik hizmetinde bulunmuştur",1317 (1900) senesinde genç bir yaşta irtihal etti; Silivrikapı haricinde medfundur,,Doğumu itibariyle Çemişkezek'lidir,,,,grafik statik,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Riyazî ilimlerin hemen her şubesinde hârikulâde denilecek bir iktidara malik idiler. Ne yazık ki daha genç bir yaşta irtihal etti.,300
riyaziye_0336,,İstinat Duvarları,Tayyar Efendi,"Mühendishane-i Mülkiye'den me'zun, riyaziye muallimi",1317 (1900) senesinde irtihal etmiştir,,Doğumu itibariyle Çemişkezek'lidir,,,,yapı statiği,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,300
riyaziye_0337,,Makine-i Riyaziye,Tayyar Efendi,"Mühendishane-i Mülkiye'den me'zun, riyaziye muallimi",1317 (1900) senesinde irtihal etmiştir,,Doğumu itibariyle Çemişkezek'lidir,,,,"makine, mekanik",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,300
riyaziye_0338,,Mukavemet-i Ecsam,Tayyar Efendi,"Mühendishane-i Mülkiye'den me'zun, riyaziye muallimi",1317 (1900) senesinde irtihal etmiştir,,Doğumu itibariyle Çemişkezek'lidir,,,,malzeme mukavemeti,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bir hayli basılmamış eserleri de vardır. Münhani zincirinin müvazenesine dair keşf ettiği hususî kaideleri Alman riyaziyat dergileri takdir ile kaydetmişlerdir.,300
riyaziye_0339,,Mebhas-ı Miyah,Tayyar Efendi,"Mühendishane-i Mülkiye'den me'zun, riyaziye muallimi",1317 (1900) senesinde irtihal etmiştir,,Doğumu itibariyle Çemişkezek'lidir,,,,hidrolik (su bahsi),telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Basılmış eseri Topçu Mektebi Kütübhanesinde vardır.,300
riyaziye_0340,,"Tatbikat-ı Riyaziye, Topoğrafya, Esliha-i Nariye Te'sirâtı, Muharebe Fişenkçiliği, Kale ve Sahra Topçu Malzemesi, Devlet-i Aliyye Topçuluğu (eserler grubu)",Vahdet Paşa «Ferik mütekaitlerinden Mehmed Vahdet Paşa»,"1273 (1857)'de Mühendishane'den me'zun olan subayların zekîlerinden; Viyana'da tahsilini ikmalden sonra askerî hayatının büyük kısmı Tophane-i Âmire fabrikaları fen me'murluğunda tecrübe ve muayene dairesi a'zalığında ve hususiyle Mühendishane riyaziye, lisan, topçuluk ve silâhlar fenni muallimlikleri ile ders nezaretinde geçmiştir",1334 (1918) tarihinde 81 yaşında olduğu halde irtihal etti; doğduğu Kocamustafapaşa semtinde Halvetiye Tarikatı şubeleri pîrlerinden Ramazan Efendi Dergâhı avlusundaki ailesi kabristanına defnedildi,,İstanbul'ludur; doğduğu yer Kocamustafapaşa semtidir,,,,"askerî riyaziye, topoğrafya, silah, topçuluk",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Almanca ve Fransızcaya vâkıf idi. Eserleri: (Tatbikat-ı Riyaziye), (Topoğrafya), (Esliha-i Nariye Te'sirâtı), (Muharebe Fişenkçiliği), (Kale ve Sahra Topçu Malzemesi) ile yedi senede ikmal ettiği (Devlet-i Aliyye Topçuluğu)'dur.",300
riyaziye_0341,,Muhammediye (zeyl/devam değil — başlı başına farklı bir eser olup ayrıca not edilmiştir),Yazıcı Salâhaddin,Aşk ve irfan sahasında yazılan manzum Osmanlı-Türk eserleri içinde umumun hürmet ve rağbetine mazhar olan (Muhammediye) isimindeki meşhur eserin yazarı ve tarikat âleminin pîr ve erlerinden; Hacı Bayram-ı Velî Hazretlerinin halifesi Gelibolu'lu Yazıcıoğlu Mehmed Efendi'nin babasıdır,,Meşhur Osmanlı müverrihlerinden Gelibolu'lu Âlî Efendi (Künhü'l-Ahbar) adındaki tarihinin beşinci cildinin 237. sayfasında terceme sahibi Yazıcı Salâhaddin'in memleketi hakkında (menşe' ve doğum yeri olarak Ankara veyahut Anadolu vilâyetlerinden birinin kasabalarından biri olmak ihtimaldir) demektedir,Ankara veyahut Anadolu vilâyetlerinden birinin kasabalarından biri olmak ihtimaldir (Gelibolu'lu Âlî Efendi'ye göre),Sultan İkinci Murad devri (eserini İskender Paşa'ya ithaf etmiştir),,"Türkçe, manzum","tasavvuf, manzum eser",telif,,,,,,,Sultan İkinci Murad'ın vezirlerinden İskender Paşa'ya,,"(Muhammediye), aşk ve irfan sahasında yazılan manzum Osmanlı-Türk eserleri içinde umumun hürmet ve rağbetine mazhar olmuş meşhur bir eserdir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bu kayıt eser_adi alanında (Muhammediye) belirtilse de asıl içerik notunda yer alır; biyografinin devamı riyazî ilimlerle ilgili (Şemsiyye) eseri sayfa 301'de ayrıca işlenmiştir (bkz riyaziye_0343-0344).,300
riyaziye_0342,,Melhame,Yazıcı Salâhaddin,Tasavvuf ve riyazî ilimlerle iştigal eden Osmanlı şair ve müellifi,Oğlunun yakınında medfun olduğu rivayet edilmiştir,Hacı Bayram-ı Velî Hazretlerinin halifesi Gelibolu'lu Yazıcıoğlu Mehmed Efendi'nin babasıdır,,"Fatih Sultan Mehmed Han'ın ikinci defa tahta çıkışında, Sultan İkinci Murad devri",,"Türkçe, manzum (Farsça aslından genişletilerek tercüme)","ahkâm-ı nücum, ahkâm-ı cevviye","tercüme (genişletilmiş, manzum)",tercüme,Melhame (Cevrî'nin Farsça aslı),Cevrî,Farsça,,,,,"Osmanlıların (İbn-i Batuta)'sı makamında olan Evliya Çelebi'nin de naklettiği üzere, Arap âlimlerinin (Kitâbu'l-Melâhim) dedikleri (Melhame) kitablarından biridir ki ahkâm-ı nücum ve ahkâm-ı cevviye (yıldızların hükümlerinden ve hava olaylarından) bahseder. Türkçe ve manzumdur. Eserin aslı Farsça olup genişletilerek terceme edilmiştir. Daha sonra Osmanlı şair ve hattatlarından Cevrî İbrahim Efendi tarafından da -zamanın şivesine nakledilmek şartı ile- tezyîn ve ta'dil edilmiştir ki basılmıştır.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bir nüshası Nuruosmaniye Kütübhanesinde vardır. Müellif eserin Farsça aslından bu manzum tercemeyi yaptığını ve eserinde kendi ismini de zikrettiğini belirten mısralar yazmıştır; bu mısralar telif kaygısıyla burada aktarılmamıştır. Eserini Sultan İkinci Murad'ın vezirlerinden İskender Paşa'ya ithaf etmiştir.,301
riyaziye_0343,,Şemsiyye,Yazıcı Salâhaddin,Tasavvuf ve riyazî ilimlerle iştigal eden Osmanlı şair ve müellifi,,,,,,"Türkçe, manzum","nücum-hey'et (astronomi), hava olayları",telif (manzum),,,,,,,,,Riyazî ilimlerin Nücum-hey'et (astronomi) şubesine taallûk eden bir eseridir; her güneş ay'ının birinden sonuna kadar her gündeki hava değişikliklerinden istidlâl olunan hükümlerden bahseden bir eser olup manzumdur.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Eserin başlangıç ve müellif ismini zikreden manzum mısraları vardır; telif kaygısıyla burada aktarılmamıştır.,301
riyaziye_0344,,Cevamiu'l-Hesab,Yusuf ibn-i Kemal Bursavî,Kanunî Sultan Süleyman devri muhasebecilerinden,,,Bursa'lıdır,Kanunî Sultan Süleyman devri,,,hesab,telif,,,,,,,,,"10 fasıl üzerine tertib edilmiş mufassal bir eserdir. Fasılları: 1- durubatın (çarpım) çeşitleri ve istihracının kaideleri, 2- küsuratın (kesirlerin) çeşitleri ve mes'eleleri, 3- kısmetlerin ve istihracının kaideleri, 4- mehariç ve mes'eleleri, 5- kısmet ve garamatın tarîki, 6- erbaa-i a'dâd-ı mütenasibenin (dört sayının) beyanı ve mes'aili, 7- hata-yı vahid ve hatâin kaideleri ve mes'aili, 8- mazlûmat ve istihracının kaideleri, 9- mesahat ve mes'eleleri, 10- cebr-i mukabelenin kaideleri ve mes'eleleri.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bir nüshası Hamidiye Kütübhanesinde mevcuttur.,302
riyaziye_0345,,Ken'aniye,Yusuf ibn-i Mehmed «Kâtib-i Meşâhire»,Osmanlı riyaziyecilerinden; şehriye kâtibi idi,,,,,,,hesab,telif,,,,,,,,,On iki fasıl üzerine hesab ilmine dair bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,302
riyaziye_0346,,el-Mebahisü'd-Dürriye fî Beyan-ı Seneti'ş-Şemsiyyeti ve'l-Kameriyye,Yahya ibn-i Nûh el-Vânî,Riyaziye âlimlerinden bir zat,,,Van'lıdır,,1114 (1703)'de ikmal edilmiştir (1110/1688 tarihi ricalinden olduğu anlaşılır),,şemsî ve kamerî sene,telif,,,,,,,,,Şemsî ve kamerî senelerin beyanına dair bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",1114 (1703)'de ikmal ettiğine göre 1110 (1688) tarihi ricalinden (o tarihte hayatta) olduğu anlaşılır.,302
riyaziye_0347,,Tuhfetü'l-Vüzerâ fî Tercemeti Süllemü's-Semâ,Zeki Mustafa Efendi,Riyaziye ilimleri ulemasından; müneccimbaşılıkta bulunmuştur,,,İstanbul'ludur,,,,astronomi tercümesi,tercüme,tercüme,Süllemü's-Semâ,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",İstanbul'da irtihal etmiştir. Hey'et-i nücum (astronomi)den (Tuhfetü'l-Vüzerâ fî Tercemeti Süllemü's-Semâ) ve (Mirkatü'l-Alâ fî Şerh-i Süllemü's-Semâ) isimlerinde eserleri vardır.,303
riyaziye_0348,,Mirkatü'l-Alâ fî Şerh-i Süllemü's-Semâ,Zeki Mustafa Efendi,"Riyaziye ilimleri ulemasından, müneccimbaşı",,,İstanbul'ludur,,,,astronomi şerhi,şerh,şerh,Süllemü's-Semâ,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0349,,Mücerrebat-ı Zekî,Zeki Mustafa Efendi,"Riyaziye ilimleri ulemasından, müneccimbaşı",,,İstanbul'ludur,,,,"ahkâm-ı nücum, küllliyat",telif,,,,,,,,,Sekiz cüz miktarında küllliyat olup yıldızların ahkâmına dair risalesidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",İlim tahsil ettiği âlimlerin başında hal tercemesi (Meşâyıh faslı)nda mezkûr Lâlîzâde Abdülbakî Efendi gelmektedir. (Mirkat)'ın nüshası Es'ad Efendi Kütübhanesinde vardır.,303
riyaziye_0350,,Hesab-ı Mükemmel,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs; Harbiye Mektebinden neş'etinden sonra Kuleli Askerî Lisesi ile sair mekteblerde riyazî ilimler tedrisinde ve sonra da Talebe İdadîsi (Lisesi) ders nâzırlığında vazife görmüştür,1338 (1922) tarihinde emekli olarak ikamet ettiği Erenköy'de irtihal etmiştir; Erenköy'de Sahra-yı Cedîd Mezarlığında medfundur,,Maçin'lidir,,,,hesab,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Basılmış sekiz eserden ilkidir: (Hesab-ı Mükemmel), (Fenn-i Usûl-i Defterî), (İlm-i Cebir), (Müsellesat-ı Müsteviye), (Müsellesat-ı Küreviye), (Seyr-i Sefâin-i Dahilî), (Islâh-ı Enhar), (Hazır Hesab-ı Askerî).",303
riyaziye_0351,,Fenn-i Usûl-i Defterî,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs,1338 (1922) tarihinde irtihal etmiştir,,Maçin'lidir,,,,muhasebe usulü,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0352,,İlm-i Cebir,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs,1338 (1922) tarihinde irtihal etmiştir,,Maçin'lidir,,,,cebir,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0353,,Müsellesat-ı Müsteviye,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs,1338 (1922) tarihinde irtihal etmiştir,,Maçin'lidir,,,,müsellesat,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0354,,Müsellesat-ı Küreviye,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs,1338 (1922) tarihinde irtihal etmiştir,,Maçin'lidir,,,,müsellesat-ı küreviye,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0355,,Seyr-i Sefâin-i Dahilî,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs,1338 (1922) tarihinde irtihal etmiştir,,Maçin'lidir,,,,iç sular seyrüseferi,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0356,,Islâh-ı Enhar,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs,1338 (1922) tarihinde irtihal etmiştir,,Maçin'lidir,,,,nehir ıslahı,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0357,,Hazır Hesab-ı Askerî,Zıya Paşa,Riyaziye ilimlerinin cebir ve hendese şubelerinde mütehassıs,1338 (1922) tarihinde irtihal etmiştir,,Maçin'lidir,,,,askerî hesab,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,303
riyaziye_0358,,Miftahu'l-Hesab,Dervîş İbn-i Hasan «Serfiçe'li»,Müellifi belirlenememiş bir kitabın muharreri olarak kayıtlı; gördüğümüz kitabda müellifinin ismine rastlanmamış olup yalnız yazan kişinin Serfiçe'li Dervîş İbn-i Hasan olduğu kaydı bulunmuştur,,,Serfiçe'lidir,,988 (1580),Türkçe,hesab,"telif (müellifi belirsiz, yazıcısı belli)",,,,,,,,,"Üç şık üzere tertib edilmiş olup birinci şık on altı fasıl, ikinci şık da on altı fasıl ve üçüncü şık muhtelif mes'eleleri ihtiva etmektedir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Türkçe (Miftahu'l-Hesab) ismi ile 200 sayfadan ibaret ve 988 (1580) tarihinde Serfiçe'li Dervîş İbn-i Hasan tarafından yazılan bir kitab görülmüş, ancak müellifinin ismine rastlanmamıştır. Bu kayıt, alfabetik A-Z biyografi dizisinin (Z harfiyle) sona ermesinden hemen sonra, ayrı bir not olarak kitapta yer almaktadır.",303
riyaziye_0359,,,Mimar Sinan,Mimar (Riyaziyecilere taallûku dolayısıyle eski Osmanlı mimarlarından bazılarının isimleri arasında zikredilmiştir),,,,,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: Riyaziyecilere taallûku dolayısıyle eski Osmanlı mimarlarından bazılarının isimleri)","Hal tercemesi İkdam Kütübhanesi kitabları arasında neşredilmiştir. Bu liste, Riyaziyeciler Faslının A-Z biyografi bölümünden sonra gelen ek bir mimarlar listesidir (11 madde).",304
riyaziye_0360,,,İlyas ibn-i Ali,Mimar; Bursa'da Çelebi Sultan Mehmed'in camiinin mimarıdır,,,,Çelebi Sultan Mehmed devri,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
riyaziye_0361,,,Kemaleddin,Mimar; İstanbul'da Sultan Bâyezid Camiinin mimarıdır,,,,Sultan İkinci Bâyezid devri,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
riyaziye_0362,,,Mehmed Ağa,Mimar; İstanbul'da Sultanahmed Camiinin mimarıdır,,,,Sultan Birinci Ahmed devri,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
riyaziye_0363,,,Ayas,Mimar; İstanbul'da Sultan Fatih Camiinin mimarıdır,,,,Fatih Sultan Mehmed devri,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
riyaziye_0364,,,Saruca,Mimar; İstanbul'un fethinde top döken mimardır,,,,Fatih Sultan Mehmed devri (İstanbul'un fethi),,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
riyaziye_0365,,,Hayreddin,"Mimar (listede yalnızca ismi zikredilmiş, ayrıntı verilmemiştir)",,,,,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
riyaziye_0366,,,Mehmed Ağa,Mimar; İstanbul'da Yenicami'in ve Üsküdar'da Çinili Camiinin mimarıdır,,,,,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)","Bu liste içinde, 4. maddedeki Sultanahmed Camii mimarı Mehmed Ağa'dan farklı bir Mehmed Ağa'dır (Yenicami ve Çinili Camii mimarı).",304
riyaziye_0367,,,Dalgıç Mehmed Ağa,Mimar; Davud Ağa'dan sonra mimarbaşı tayin olundu,,,,,,,Ek liste: Osmanlı mimarları,,,,,,,,,,Zamanında terakkî eden sedefkârlık san'atı bunun icad ve gayreti eseridir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
riyaziye_0368,,,Deli Mehmed «Mehmed Mecnûn»,San'atkâr mimar; Bursa'da Çelebi Sultan Mehmed'in Yeşil Camii ile Türbesindeki «Kâşî» denilen işlenmiş çini taşlarının yapıcısıdır,,,,Çelebi Sultan Mehmed devri,,,Ek liste: Osmanlı mimarları,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı (ek liste: eski Osmanlı mimarları)",,304
